2.760255041199765613e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.349658938392474639e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.280474482109431378e-01,1.510148983056718649e-267,-1.843310506458601408e-272
1.947310003806756729e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.137762537353833925e-01,1.457027744324455355e-294,0.000000000000000000e+00
3.522202608751055092e-02,-5.694281619981187282e-233,1.899541127828645334e-271
3.747475804540418842e-01,6.978968887426346144e-236,4.263867385150377852e-244
3.970237480280320308e-01,9.025310395578599037e-201,0.000000000000000000e+00
2.603237184245441593e-01,9.867848528300805113e-292,6.399062920936288965e-221
2.049957116602041107e-01,6.471446528054409987e-294,5.115738558970363464e-160
2.594397482886984796e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.148023993452328528e-01,3.225460851605725883e-305,0.000000000000000000e+00
1.152348120547083132e-01,-1.462006149302995214e-132,4.606154380092431182e-290
3.874103788344454014e-01,-1.709639239049927054e-09,-2.390465357294330878e-02
3.950518513622058303e-01,-2.079320100009458092e-22,-4.585813006412825501e-29
1.729918196208031222e-01,-7.603098555213122802e-13,-3.160595135037809666e-24
2.439192247823067372e-01,-4.376481323039979252e-05,3.181887997035870962e-03
2.992352257300657792e-01,2.033441576482192096e-04,-2.041935014791794280e-24
1.119491574370262560e-01,4.759918236106150755e-50,-3.716521640907794912e-06
2.569421334924986214e-02,2.938433575941221815e-02,-1.937323290106239895e-02
4.994588008607499935e-02,-4.175546747930521190e-13,-1.348547734737558915e-34
3.086706585629933608e-01,-2.989924466848942322e-122,-5.246367163562921344e-280
3.214976224651773240e-01,0.000000000000000000e+00,-3.558445905343603847e-286
7.579012981490743095e-02,9.211140699721346700e-94,2.976877886189719054e-27
-8.048630059865315545e+00,1.321383732344916716e-06,2.503072421666431883e-40
2.150527742425470401e-01,-1.338166411181167935e-07,-1.149087336845046839e-22
2.141644122184556687e-01,-2.132472331010411751e-05,-2.495099220210369728e-01
3.685321977292145279e-01,-7.423983044322035292e-05,-1.798344042622817829e-01
3.416601838954720638e-02,-1.881305127720889481e-01,1.276994234339663969e-01
5.370861197945004939e-01,6.696046968069262542e-04,-3.801714344670581481e-06
1.435914139826604541e-01,2.730989213125021732e-05,1.106712653126032576e-11
-1.011899007129310885e-01,1.117435525778421914e-08,-1.347401549503716533e-05
2.414438990192495360e-01,-3.670561036455969574e-262,0.000000000000000000e+00
3.527995946142161721e-01,0.000000000000000000e+00,-6.897227700246760464e-221
3.500854764282265719e-01,-5.695567617015560922e-15,2.117043204140904621e-11
